trp_multiplayer_profile_troop_male|multiplayer profile troop male
trp_multiplayer_profile_troop_male_pl|multiplayer profile troop male
trp_multiplayer_profile_troop_female|multiplayer profile troop female
trp_multiplayer_profile_troop_female_pl|multiplayer profile troop female
trp_temp_troop|Temp Troop
trp_temp_troop_pl|Temp Troop
trp_find_item_cheat|find item cheat
trp_find_item_cheat_pl|find item cheat
trp_random_town_sequence|Random Town Sequence
trp_random_town_sequence_pl|Random Town Sequence
trp_tournament_participants|Tournament Participants
trp_tournament_participants_pl|Tournament Participants
trp_tutorial_maceman|Maceman
trp_tutorial_maceman_pl|Maceman
trp_tutorial_archer|Archer
trp_tutorial_archer_pl|Archer
trp_tutorial_swordsman|Swordsman
trp_tutorial_swordsman_pl|Swordsman
trp_novice_fighter|Novice Fighter
trp_novice_fighter_pl|Novice Fighters
trp_regular_fighter|Fighter
trp_regular_fighter_pl|Regular Fighters
trp_veteran_fighter|Veteran Fighter
trp_veteran_fighter_pl|Veteran Fighters
trp_champion_fighter|Champion Fighter
trp_champion_fighter_pl|Champion Fighters
trp_arena_training_fighter_1|Novice Fighter
trp_arena_training_fighter_1_pl|Novice Fighters
trp_arena_training_fighter_2|Novice Fighter
trp_arena_training_fighter_2_pl|Novice Fighters
trp_arena_training_fighter_3|Regular Fighter
trp_arena_training_fighter_3_pl|Regular Fighters
trp_arena_training_fighter_4|Regular Fighter
trp_arena_training_fighter_4_pl|Regular Fighters
trp_arena_training_fighter_5|Regular Fighter
trp_arena_training_fighter_5_pl|Regular Fighters
trp_arena_training_fighter_6|Veteran Fighter
trp_arena_training_fighter_6_pl|Veteran Fighters
trp_arena_training_fighter_7|Veteran Fighter
trp_arena_training_fighter_7_pl|Veteran Fighters
trp_arena_training_fighter_8|Veteran Fighter
trp_arena_training_fighter_8_pl|Veteran Fighters
trp_arena_training_fighter_9|Champion Fighter
trp_arena_training_fighter_9_pl|Champion Fighters
trp_arena_training_fighter_10|Champion Fighter
trp_arena_training_fighter_10_pl|Champion Fighters
trp_cattle|Cattle
trp_cattle_pl|Cattle
trp_farmer|Farmer
trp_farmer_pl|Farmers
trp_cantaber_iuventus|Cantabrian Warrior
trp_cantaber_iuventus_pl|Cantabrian Raider
trp_asturias_veteran|Asturian Veteran
trp_asturias_veteran_pl|Asturian Veteran
trp_gallaecia_warrior|Gallaecian Comes's Guard
trp_gallaecia_warrior_pl|Gallaecian Comes's Guard
trp_townsman|Townsman
trp_townsman_pl|Townsmen
trp_watchman|Watchman
trp_watchman_pl|Watchmen
trp_mercenary_cavalry|Frank Horseman
trp_mercenary_cavalry_pl|Frank Horsemen
trp_caravan_guard|Spearman
trp_caravan_guard_pl|Spearmen
trp_mercenary_swordsman|Veteran
trp_mercenary_swordsman_pl|Veterans
trp_regular_sailors|Sailor
trp_regular_sailors_pl|Sailors
trp_mercenary_horseman|Aquitanian Skirmisher
trp_mercenary_horseman_pl|Aquitanian Skirmishers
trp_mercenary_leader|Old Captain
trp_mercenary_leader_pl|Old Captains
trp_hired_blade|Svear Warrior
trp_hired_blade_pl|Sviar Warriors
trp_mercenary_crossbowman|Finn Archer
trp_mercenary_crossbowman_pl|Finnas Archers
trp_mercenaries_end|mercenaries end
trp_mercenaries_end_pl|mercenaries end
trp_norse_slave|Freedman (Leysingja)
trp_norse_slave_pl|Freedmen (Leysingjar)
trp_norse_bowman|Bowman (Gestr)
trp_norse_bowman_pl|Bowmen (Gestir)
trp_norse_elitearcher|Warrior Archer (Heimthegi)
trp_norse_elitearcher_pl|Warriors Archers (Heimthegar)
trp_norse_level0_landed|Freeholder (Bondi)
trp_norse_level0_landed_pl|Freeholders (Boendr)
trp_norse_level1_landed|Spearman (Drengr)
trp_norse_level1_landed_pl|Spearmen (Drengir)
trp_norse_level2_landed|Veteran Spearman (Thegn)
trp_norse_level2_landed_pl|Veteran Spearmen (Thegnar)
trp_norse_level3_landed|Noble (Hersi)
trp_norse_level3_landed_pl|Nobles (Hersir)
trp_norse_level0_companion|Young Warrior (Hirdmann)
trp_norse_level0_companion_pl|Young Warriors (Hirdmenn)
trp_norse_level1_companion|Veteran (Rekkr)
