itm_no_item|INVALID ITEM
itm_no_item_pl|INVALID ITEM
itm_tutorial_spear|Spear
itm_tutorial_spear_pl|Spear
itm_tutorial_club|Club
itm_tutorial_club_pl|Club
itm_tutorial_battle_axe|Heavy Axe
itm_tutorial_battle_axe_pl|Heavy Axe
itm_tutorial_arrows|Arrows
itm_tutorial_arrows_pl|Arrows
itm_tutorial_bolts|Bolts
itm_tutorial_bolts_pl|Bolts
itm_tutorial_short_bow|Long Bow
itm_tutorial_short_bow_pl|Long Bow
itm_tutorial_crossbow|Crossbow
itm_tutorial_crossbow_pl|Crossbow
itm_tutorial_throwing_daggers|Javelins
itm_tutorial_throwing_daggers_pl|Javelins
itm_tutorial_saddle_horse|Saddle Pony
itm_tutorial_saddle_horse_pl|Saddle Pony
itm_tutorial_shield|Round Shield
itm_tutorial_shield_pl|Round Shield
itm_tutorial_staff_no_attack|Staff
itm_tutorial_staff_no_attack_pl|Staff
itm_tutorial_staff|Staff
itm_tutorial_staff_pl|Staff
itm_tutorial_sword|Common Sword
itm_tutorial_sword_pl|Common Sword
itm_tutorial_axe|Axe
itm_tutorial_axe_pl|Axe
itm_tutorial_dagger|Long Seax
itm_tutorial_dagger_pl|Long Seax
itm_horse_meat|Horse Meat
itm_horse_meat_pl|Horse Meat
itm_practice_sword|Common Sword
itm_practice_sword_pl|Common Sword
itm_heavy_practice_sword|Goidelic Champion Sword
itm_heavy_practice_sword_pl|Goidelic Champion Sword
itm_practice_dagger|Long Seax
itm_practice_dagger_pl|Long Seax
itm_practice_axe|Heavy Axe
itm_practice_axe_pl|Heavy Axe
itm_arena_axe|Axe
itm_arena_axe_pl|Axe
itm_arena_sword|Common Sword
itm_arena_sword_pl|Common Sword
itm_arena_sword_two_handed|Goidelic Champion Sword
itm_arena_sword_two_handed_pl|Goidelic Champion Sword
itm_arena_lance|Spear
itm_arena_lance_pl|Spear
itm_practice_staff|Staff
itm_practice_staff_pl|Staff
itm_practice_lance|Spear
itm_practice_lance_pl|Spear
itm_practice_shield|Practice Shield
itm_practice_shield_pl|Practice Shield
itm_practice_bow|Long Bow
itm_practice_bow_pl|Long Bow
itm_practice_crossbow|Sling
itm_practice_crossbow_pl|Sling
itm_practice_javelin|Javelins
itm_practice_javelin_pl|Javelins
itm_practice_javelin_melee|Javelin
itm_practice_javelin_melee_pl|Javelin
itm_practice_throwing_daggers|Javelins
itm_practice_throwing_daggers_pl|Javelins
itm_practice_throwing_daggers_100_amount|Javelins
itm_practice_throwing_daggers_100_amount_pl|Javelins
itm_practice_horse|Saddle Pony
itm_practice_horse_pl|Saddle Pony
itm_practice_arrows|Arrows
itm_practice_arrows_pl|Arrows
itm_practice_bolts|Sling Rocks
itm_practice_bolts_pl|Sling Rocks
itm_practice_arrows_10_amount|Arrows
itm_practice_arrows_10_amount_pl|Arrows
itm_practice_arrows_100_amount|Arrows
itm_practice_arrows_100_amount_pl|Arrows
itm_practice_bolts_9_amount|Practice Bolts
itm_practice_bolts_9_amount_pl|Practice Bolts
itm_practice_boots|Boots
itm_practice_boots_pl|Boots
itm_red_tourney_armor|Red Tunic
itm_red_tourney_armor_pl|Red Tunic
itm_blue_tourney_armor|Blue Tunic
itm_blue_tourney_armor_pl|Blue Tunic
itm_green_tourney_armor|Green Tunic
itm_green_tourney_armor_pl|Green Tunic
itm_gold_tourney_armor|White Tunic
itm_gold_tourney_armor_pl|White Tunic
itm_red_tourney_helmet|Cap
itm_red_tourney_helmet_pl|Cap
itm_blue_tourney_helmet|Cap
itm_blue_tourney_helmet_pl|Cap
itm_green_tourney_helmet|Cap
itm_green_tourney_helmet_pl|Cap
itm_gold_tourney_helmet|Cap
itm_gold_tourney_helmet_pl|Cap
itm_arena_shield_red|Round Shield
itm_arena_shield_red_pl|Round Shield
itm_arena_shield_blue|Round Shield
itm_arena_shield_blue_pl|Round Shield
itm_arena_shield_green|Round Shield
itm_arena_shield_green_pl|Round Shield
itm_arena_shield_yellow|Round Shield
itm_arena_shield_yellow_pl|Round Shield
itm_arena_armor_white|White Tunic
itm_arena_armor_white_pl|White Tunic
itm_arena_armor_red|Red Tunic
itm_arena_armor_red_pl|Red Tunic
itm_arena_armor_blue|Blue Tunic
itm_arena_armor_blue_pl|Blue Tunic
itm_arena_armor_green|Green Tunic
itm_arena_armor_green_pl|Green Tunic
itm_arena_armor_yellow|Yellow Tunic
itm_arena_armor_yellow_pl|Yellow Tunic
itm_arena_tunic_white|White Tunic
itm_arena_tunic_white_pl|White Tunic
itm_arena_tunic_red|Red Tunic
itm_arena_tunic_red_pl|Red Tunic
itm_arena_tunic_blue|Blue Tunic
itm_arena_tunic_blue_pl|Blue Tunic
itm_arena_tunic_green|Green Tunic
itm_arena_tunic_green_pl|Green Tunic
