
trp_multiplayer_profile_troop_male|многопользовательский профиль войск мужчин
trp_multiplayer_profile_troop_male_pl|многопользовательский профиль войск мужчин
trp_multiplayer_profile_troop_female|многопользовательский профиль войск женщин
trp_multiplayer_profile_troop_female_pl|многопользовательский профиль войск женщин
trp_temp_troop|Временный Отряд
trp_temp_troop_pl|Временные Отряды
trp_find_item_cheat|Чит: поиска предмета
trp_find_item_cheat_pl|Чит: поиска предмета
trp_random_town_sequence|Random Town Sequence
trp_random_town_sequence_pl|Random Town Sequence
trp_tournament_participants|Участник турнира
trp_tournament_participants_pl|Участники турнира
trp_tutorial_maceman|Булавоносец
trp_tutorial_maceman_pl|Булавоносцы
trp_tutorial_archer|Лучник
trp_tutorial_archer_pl|Лучники
trp_tutorial_swordsman|Мечник
trp_tutorial_swordsman_pl|Мечники
trp_novice_fighter|Новобранец
trp_novice_fighter_pl|Новобранцы
trp_regular_fighter|Легионер
trp_regular_fighter_pl|Легионеры
trp_veteran_fighter|Ветеран
trp_veteran_fighter_pl|Ветераны
trp_champion_fighter|Чемпион
trp_champion_fighter_pl|Чемпионы
trp_arena_training_fighter_1|Новобранец
trp_arena_training_fighter_1_pl|Новобранцы
trp_arena_training_fighter_2|Новобранец
trp_arena_training_fighter_2_pl|Новобранцы
trp_arena_training_fighter_3|Легионер
trp_arena_training_fighter_3_pl|Легионеры
trp_arena_training_fighter_4|Легионер
trp_arena_training_fighter_4_pl|Легионеры
trp_arena_training_fighter_5|Легионер
trp_arena_training_fighter_5_pl|Легионеры
trp_arena_training_fighter_6|Ветеран
trp_arena_training_fighter_6_pl|Ветераны
trp_arena_training_fighter_7|Ветеран
trp_arena_training_fighter_7_pl|Ветераны
trp_arena_training_fighter_8|Ветеран
trp_arena_training_fighter_8_pl|Ветераны
trp_arena_training_fighter_9|Чемпион
trp_arena_training_fighter_9_pl|Чемпионы
trp_arena_training_fighter_10|Чемпион
trp_arena_training_fighter_10_pl|Чемпионы
trp_cattle|Скот
trp_cattle_pl|Скот
trp_farmer|Крестьянин
trp_farmer_pl|Крестьяне
trp_townsman|Горожанин
trp_townsman_pl|Горожане
trp_watchman|Стражник
trp_watchman_pl|Стражники
trp_caravan_guard|Конный страж
trp_caravan_guard_pl|Конные стражи
trp_mercenary_swordsman|Наемный мечник
trp_mercenary_swordsman_pl|Наемные мечники
trp_hired_blade|Вольный латник
trp_hired_blade_pl|Вольные латники
trp_mercenary_crossbowman|Наемный арбалетчик
trp_mercenary_crossbowman_pl|Наемные арбалетчики
trp_mercenary_horseman|Наемный всадник
trp_mercenary_horseman_pl|Наемные всадники
trp_mercenary_cavalry|Наемный рыцарь
trp_mercenary_cavalry_pl|Наемные рыцари
trp_mercenaries_end|mercenaries end
trp_mercenaries_end_pl|mercenaries end
trp_swadian_recruit|Рекрут-Свад
trp_swadian_recruit_pl|Рекруты-Свады
trp_swadian_militia|Ополченец-Свад
trp_swadian_militia_pl|Ополченцы-Свады
trp_swadian_footman|Копейщик-Свад
trp_swadian_footman_pl|Копейщики-Свады
trp_swadian_infantry|Пехотинец-Свад
trp_swadian_infantry_pl|Пехотинцы-Свады
trp_swadian_sergeant|Ветеран-Свад
trp_swadian_sergeant_pl|Ветераны-Свады
trp_swadian_skirmisher|Стрелок-Свад
trp_swadian_skirmisher_pl|Стрелки-Свады
trp_swadian_crossbowman|Арбалетчик-Свад
trp_swadian_crossbowman_pl|Арбалетчики-Свады
trp_swadian_sharpshooter|Снайпер-Свад
trp_swadian_sharpshooter_pl|Снайперы-Свады
trp_swadian_man_at_arms|Всадник-Свад
trp_swadian_man_at_arms_pl|Всадники-Свады
trp_swadian_knight|Рыцарь-Свад
trp_swadian_knight_pl|Рыцари-Свады
trp_swadian_messenger|Гонец-Свад
trp_swadian_messenger_pl|Гонцы-Свады
trp_swadian_deserter|Дезертир-Свад
trp_swadian_deserter_pl|Дезертиры-Свады
trp_swadian_prison_guard|Тюремщик-свад
trp_swadian_prison_guard_pl|Тюремщики-свады
trp_swadian_castle_guard|Стражник-свад
trp_swadian_castle_guard_pl|Стражники-свады
trp_vaegir_recruit|Рекрут-Вегир
trp_vaegir_recruit_pl|Рекруты-Вегиры
trp_vaegir_footman|Копейщик-Вегир
trp_vaegir_footman_pl|Копейщики-Вегиры
trp_vaegir_skirmisher|Стрелок-Вегир
trp_vaegir_skirmisher_pl|Стрелки-Вегиры
trp_vaegir_archer|Лучник-Вегир
trp_vaegir_archer_pl|Лучники-Вегиры
trp_vaegir_marksman|Снайпер-Вегир
trp_vaegir_marksman_pl|Снайперы-Вегиры
trp_vaegir_veteran|Ветеран-Вегир
trp_vaegir_veteran_pl|Ветераны-Вегиры
trp_vaegir_infantry|Пехотинец-Вегир
trp_vaegir_infantry_pl|Пехотинцы-Вегиры
trp_vaegir_guard|Гвардеец-Вегир
trp_vaegir_guard_pl|Гвардйцы-Вегиры
trp_vaegir_horseman|Всадник-Вегир
trp_vaegir_horseman_pl|Всадники-Вегиры
trp_vaegir_knight|Рыцарь-Вегир
trp_vaegir_knight_pl|Рыцари-Вегиры
trp_vaegir_messenger|Гонец-Вегир
trp_vaegir_messenger_pl|Гонцы-Вегиры
trp_vaegir_deserter|Дезертир-Вегир
trp_vaegir_deserter_pl|Дезертиры-Вегиры
trp_vaegir_prison_guard|Тюремщик-вегир
trp_vaegir_prison_guard_pl|Тюремщики-вегиры
trp_vaegir_castle_guard|Стражник-вегир
trp_vaegir_castle_guard_pl|Стражники-вегиры
trp_khergit_tribesman|Воин-Хергит
trp_khergit_tribesman_pl|Воины-Хергиты
trp_khergit_skirmisher|Стрелок-Хергит
trp_khergit_skirmisher_pl|Стрелки-Хергиты
trp_khergit_horseman|Всадник-Хергит
trp_khergit_horseman_pl|Всадники-Хергиты
trp_khergit_horse_archer|Лучник-Хергит
trp_khergit_horse_archer_pl|Конные-Лучники-Хергиты
trp_khergit_veteran_horse_archer|Конный-Лучник-Хергит-Ветеран
trp_khergit_veteran_horse_archer_pl|Конные-Лучники-Хергиты-Ветераны
trp_khergit_lancer|Шайтан-Хергит
trp_khergit_lancer_pl|Шайтан-Хергиты
trp_khergit_messenger|Гонец-Хергит
trp_khergit_messenger_pl|Гонцы-Хергиты
trp_khergit_deserter|Дезертир-Хергит
trp_khergit_deserter_pl|Дезертиры-Хергиты
trp_khergit_prison_guard|Тюремщик-хергит
trp_khergit_prison_guard_pl|Тюремщики-хергиты
trp_khergit_castle_guard|Стражник-хергит
trp_khergit_castle_guard_pl|Стражники-хергиты
trp_nord_recruit|Рекрут-Норд
trp_nord_recruit_pl|Рекруты-Норды
trp_nord_footman|Копейщик-Норд
trp_nord_footman_pl|Копейщики-Норды
trp_nord_trained_footman|Пехотинец-Норд
trp_nord_trained_footman_pl|Пехотинцы-Норды
trp_nord_warrior|Боец-Норд
trp_nord_warrior_pl|Бойцы-Норды
trp_nord_veteran|Ветеран-Норд
trp_nord_veteran_pl|Ветераны-Норды
trp_nord_champion|Хускарл-Норд
trp_nord_champion_pl|Хускарлы-Норды
trp_nord_huntsman|Охотник-Норд
trp_nord_huntsman_pl|Охотники-Норды
trp_nord_archer|Лучник-Норд
trp_nord_archer_pl|Лучники-Норды
trp_nord_veteran_archer|Лучник-Норд-Ветеран
trp_nord_veteran_archer_pl|Лучники-Норды-Ветераны
trp_nord_messenger|Гонец-Норд
trp_nord_messenger_pl|Гонцы-Норды
trp_nord_deserter|Дезертир-Норд
trp_nord_deserter_pl|Дезертиры-Норды
trp_nord_prison_guard|Тюремщик-норд
trp_nord_prison_guard_pl|Тюремщики-норды
trp_nord_castle_guard|Стражник-норд
trp_nord_castle_guard_pl|Стражники-норды
trp_rhodok_tribesman|Ополченец-Родок
trp_rhodok_tribesman_pl|Ополченцы-Родоки
trp_rhodok_spearman|Копейщик-Родок
trp_rhodok_spearman_pl|Копейщики-Родоки
trp_rhodok_trained_spearman|Пехотинец-Родок
trp_rhodok_trained_spearman_pl|Пехотинцы-Родоки
trp_rhodok_veteran_spearman|Ветеран-Родок-Копейщик
trp_rhodok_veteran_spearman_pl|Ветераны-Родоки-Копейщики
trp_rhodok_sergeant|Сержант-Родок
trp_rhodok_sergeant_pl|Сержант-Родок
trp_rhodok_crossbowman|Стрелок-Родок
trp_rhodok_crossbowman_pl|Стрелки-Родоки
trp_rhodok_trained_crossbowman|Арбалетчик-Родок
trp_rhodok_trained_crossbowman_pl|Арбалетчики-Родоки
trp_rhodok_veteran_crossbowman|Гвардеец-Родок-Арбалетчик
trp_rhodok_veteran_crossbowman_pl|Гвардейцы-Родоки-Арбалетчики
trp_rhodok_sharpshooter|Снайпер-Родок
