itm_no_item|INVALID ITEM
itm_no_item_pl|INVALID ITEM
itm_tutorial_spear|Копье
itm_tutorial_spear_pl|Копье
itm_tutorial_club|Дубина
itm_tutorial_club_pl|Дубина
itm_tutorial_battle_axe|Тяжелый Топор
itm_tutorial_battle_axe_pl|Тяжелый Топор
itm_tutorial_arrows|Стрелы
itm_tutorial_arrows_pl|Стрелы
itm_tutorial_bolts|Болты
itm_tutorial_bolts_pl|Болты
itm_tutorial_short_bow|Длинный Лук
itm_tutorial_short_bow_pl|Длинный Лук
itm_tutorial_crossbow|Арбалет
itm_tutorial_crossbow_pl|Арбалет
itm_tutorial_throwing_daggers|Метательные Кинжалы
itm_tutorial_throwing_daggers_pl|Метательные Кинжалы
itm_tutorial_saddle_horse|Верховая Лошадь
itm_tutorial_saddle_horse_pl|Верховая Лошадь
itm_tutorial_shield|Круглый Щит
itm_tutorial_shield_pl|Круглый Щит
itm_tutorial_staff_no_attack|Посох
itm_tutorial_staff_no_attack_pl|Посох
itm_tutorial_staff|Посох
itm_tutorial_staff_pl|Посох
itm_tutorial_sword|Обычный Меч
itm_tutorial_sword_pl|Обычный Меч
itm_tutorial_axe|Топор
itm_tutorial_axe_pl|Топор
itm_tutorial_dagger|Кинжал
itm_tutorial_dagger_pl|Кинжал
itm_horse_meat|Конина
itm_horse_meat_pl|Конина
itm_practice_sword|Обычный Меч
itm_practice_sword_pl|Обычный Меч
itm_heavy_practice_sword|Тяжелый Меч
itm_heavy_practice_sword_pl|Тяжелый Меч
itm_practice_dagger|Кинжал
itm_practice_dagger_pl|Кинжал
itm_practice_axe|Тяжелый Топор
itm_practice_axe_pl|Тяжелый Топор
itm_arena_axe|Топор
itm_arena_axe_pl|Топор
itm_arena_sword|Обычный Меч
itm_arena_sword_pl|Обычный Меч
itm_arena_sword_two_handed|Гойделикский Двуручный Меч
itm_arena_sword_two_handed_pl|Гойделикский Двуручный Меч
itm_arena_lance|Копье
itm_arena_lance_pl|Копье
itm_practice_staff|Посох
itm_practice_staff_pl|Посох
itm_practice_lance|Копье
itm_practice_lance_pl|Копье
itm_practice_shield|Тренировочный Щит
itm_practice_shield_pl|Тренировочный Щит
itm_practice_bow|Длинный Лук
itm_practice_bow_pl|Длинный Лук
itm_practice_crossbow|Арбалет
itm_practice_crossbow_pl|Арбалет
itm_practice_javelin|Метательные Копья
itm_practice_javelin_pl|Метательные Копья
itm_practice_javelin_melee|Метательное Копье
itm_practice_javelin_melee_pl|Метательное Копье
itm_practice_throwing_daggers|Метательные Кинжалы
itm_practice_throwing_daggers_pl|Метательные Кинжалы
itm_practice_throwing_daggers_100_amount|Метательные Кинжалы
itm_practice_throwing_daggers_100_amount_pl|Метательные Кинжалы
itm_practice_horse|Седловой Пони
itm_practice_horse_pl|Седловой Пони
itm_practice_arrows|Стрелы
itm_practice_arrows_pl|Стрелы
itm_practice_bolts|Метательные Камни
itm_practice_bolts_pl|Метательные Камни
itm_practice_arrows_10_amount|Стрелы
itm_practice_arrows_10_amount_pl|Стрелы
itm_practice_arrows_100_amount|Стрелы
itm_practice_arrows_100_amount_pl|Стрелы
itm_practice_bolts_9_amount|Тренировочные Болты
itm_practice_bolts_9_amount_pl|Тренировочные Болты
itm_practice_boots|Сапоги
itm_practice_boots_pl|Сапоги
itm_red_tourney_armor|Красный Турнирный Доспех
itm_red_tourney_armor_pl|Красный Турнирный Доспех
itm_blue_tourney_armor|Синий Турнирный Доспех
itm_blue_tourney_armor_pl|Синий Турнирный Доспех
itm_green_tourney_armor|Зеленый Турнирный Доспех
itm_green_tourney_armor_pl|Зеленый Турнирный Доспех
itm_gold_tourney_armor|Желтый Турнирный Доспех
itm_gold_tourney_armor_pl|Желтый Турнирный Доспех
itm_red_tourney_helmet|Красный Турнирный Шлем
itm_red_tourney_helmet_pl|Красный Турнирный Шлем
itm_blue_tourney_helmet|Синий Турнирный Шлем
itm_blue_tourney_helmet_pl|Синий Турнирный Шлем
itm_green_tourney_helmet|Зеленый Турнирный Шлем
itm_green_tourney_helmet_pl|Зеленый Турнирный Шлем
itm_gold_tourney_helmet|Желтый Турнирный Шлем
itm_gold_tourney_helmet_pl|Желтый Турнирный Шлем
itm_arena_shield_red|Красный Круглый Щит
itm_arena_shield_red_pl|Красный Круглый Щит
itm_arena_shield_blue|Синий Круглый Щит
itm_arena_shield_blue_pl|Синий Круглый Щит
itm_arena_shield_green|Зеленый Круглый Щит
itm_arena_shield_green_pl|Зеленый Круглый Щит
itm_arena_shield_yellow|Желтый Круглый Щит
itm_arena_shield_yellow_pl|Желтый Круглый Щит
itm_arena_armor_white|Белый Доспех
itm_arena_armor_white_pl|Белый Доспех
itm_arena_armor_red|Красный Доспех
itm_arena_armor_red_pl|Красный Доспех
